datetime,portfolio_value,cash,return
2023-01-03 09:30:00-05:00,100000.0,100000.0,
2023-01-04 09:30:00-05:00,99845.29968261719,50031.900634765625,-0.0015470031738281653
2023-01-05 09:30:00-05:00,99655.50079345703,50031.900634765625,-0.0019009296357813676
2023-01-06 09:30:00-05:00,99771.19873046875,50031.900634765625,0.0011609789333306697
2023-01-07 09:30:00-05:00,99771.19873046875,50031.900634765625,0.0
2023-01-09 09:30:00-05:00,100780.0,50031.900634765625,0.010111147128306186
2023-01-10 09:30:00-05:00,100374.40063476562,50031.900634765625,-0.0040246017586265115
2023-01-11 09:30:00-05:00,101021.80206298828,50031.900634765625,0.006449865943193744
2023-01-12 09:30:00-05:00,101599.0023803711,50031.900634765625,0.0057136212737813885
2023-01-13 09:30:00-05:00,101202.5,50031.900634765625,-0.0039026208041555988
2023-01-14 09:30:00-05:00,101202.5,50031.900634765625,0.0
2023-01-17 09:30:00-05:00,101834.30206298828,50031.900634765625,0.00624294916615975
2023-01-18 09:30:00-05:00,101903.20190429688,50031.900634765625,0.0006765877500292117
2023-01-19 09:30:00-05:00,100648.69873046875,50031.900634765625,-0.012310733621562764
2023-01-20 09:30:00-05:00,100744.90142822266,50031.900634765625,0.0009558265428899482
2023-01-21 09:30:00-05:00,100744.90142822266,50031.900634765625,0.0
2023-01-23 09:30:00-05:00,101605.50079345703,50031.900634765625,0.008542361479677796
2023-01-24 09:30:00-05:00,101886.30126953125,50031.900634765625,0.0027636345855430733
2023-01-25 09:30:00-05:00,101505.40222167969,50031.900634765625,-0.0037384716404997853
2023-01-26 09:30:00-05:00,102438.80126953125,50031.900634765625,0.009195560309323225
2023-01-27 09:30:00-05:00,102507.70111083984,50031.900634765625,0.000672595153933031
2023-01-28 09:30:00-05:00,102507.70111083984,50031.900634765625,0.0
2023-01-30 09:30:00-05:00,102395.89904785156,50031.900634765625,-0.0010906698889616706
2023-01-31 09:30:00-05:00,102178.80126953125,50031.900634765625,-0.002120180401159022
2023-02-01 09:30:00-05:00,102709.19952392578,50031.900634765625,0.005190883508169319
2023-02-02 09:30:00-05:00,103963.69873046875,50031.900634765625,0.012214088050123806
2023-02-03 09:30:00-05:00,103538.6001586914,50031.900634765625,-0.004088913505082559
2023-02-04 09:30:00-05:00,103538.6001586914,50031.900634765625,0.0
2023-02-06 09:30:00-05:00,103304.60174560547,50031.900634765625,-0.0022600113651072284
2023-02-07 09:30:00-05:00,103185.0,50031.900634765625,-0.001157758159699318
2023-02-08 09:30:00-05:00,103738.80126953125,50031.900634765625,0.005367071469024154
2023-02-09 09:30:00-05:00,103905.20111083984,50031.900634765625,0.001604027030120081
2023-02-10 09:30:00-05:00,102793.69873046875,50031.900634765625,-0.01069727375038143
2023-02-11 09:30:00-05:00,102793.69873046875,50031.900634765625,0.0
2023-02-13 09:30:00-05:00,103165.50079345703,50031.900634765625,0.003616973292917214
